0001,19.04.2010,25,05,38,26,53,04
0002,21.04.2010,07,45,50,33,19,34
0003,24.04.2010,55,25,21,30,09,39
0004,26.04.2010,26,11,30,12,13,41
0005,28.04.2010,32,23,44,11,50,39
0006,01.05.2010,45,30,07,44,55,54
0007,03.05.2010,21,10,35,46,48,27
0008,05.05.2010,52,41,05,53,11,50
0009,08.05.2010,40,38,17,43,10,54
0010,12.05.2010,45,27,29,12,39,31
0011,15.05.2010,24,42,38,02,18,09
0012,17.05.2010,13,43,28,06,53,30
0013,19.05.2010,45,47,29,30,53,13
0014,22.05.2010,38,45,28,48,47,36
0015,24.05.2010,25,34,18,06,07,55
0016,26.05.2010,47,19,31,41,08,05
0017,31.05.2010,43,31,39,17,07,27
0018,02.06.2010,03,31,07,23,36,38
0019,29.05.2010,09,35,53,34,15,11
0020,05.06.2010,42,16,09,54,29,22
0021,07.06.2010,26,07,04,24,08,53
0022,09.06.2010,28,39,52,24,50,23
0023,12.06.2010,46,06,12,55,44,32
0024,14.06.2010,46,32,18,20,48,16
0025,16.06.2010,15,30,31,12,38,34
0026,19.06.2010,48,01,02,19,27,38
0027,21.06.2010,24,13,07,48,41,51
0028,23.06.2010,28,51,02,40,26,13
0029,26.06.2010,43,48,37,07,39,23
0030,28.06.2010,24,34,17,05,30,39
0031,30.06.2010,40,11,08,35,19,04
0032,03.07.2010,43,21,12,24,40,07
0033,05.07.2010,18,06,54,40,05,42
0034,07.07.2010,09,01,54,36,30,08
0035,10.07.2010,27,07,40,34,20,14
0036,12.07.2010,50,21,35,03,39,05
0037,17.07.2010,26,19,02,13,42,39
0038,19.07.2010,41,37,48,06,50,42
0039,21.07.2010,35,26,45,39,31,41
0040,14.07.2010,07,16,22,21,06,54
0041,24.07.2010,19,10,44,45,22,39
0042,26.07.2010,42,28,08,48,04,46
0043,28.07.2010,25,14,10,52,13,20
0044,31.07.2010,24,44,52,09,28,42
0045,02.08.2010,44,53,42,45,11,35
0046,04.08.2010,42,12,43,49,23,36
0047,07.08.2010,40,52,05,06,36,03
0048,09.08.2010,45,42,23,33,48,02
0049,11.08.2010,05,45,43,49,03,08
0050,14.08.2010,54,37,29,18,53,13
0051,16.08.2010,40,25,54,37,44,05
0052,18.08.2010,15,17,54,10,26,39
0053,21.08.2010,35,16,33,51,20,50
0054,23.08.2010,03,38,04,28,07,15
0055,25.08.2010,55,36,52,45,24,12
0056,28.08.2010,01,18,37,47,43,50
0057,30.08.2010,49,11,26,27,09,12
0058,01.09.2010,15,26,25,17,54,53
0059,04.09.2010,19,26,10,24,51,46
0060,06.09.2010,04,23,32,55,51,53
